"";"empresa";"titulo_reclamacao";"status_reclamacao";"tempo_reclamacao";"minutos";"reclamacao_id"
"1";"americanas - Loja Online";"Propaganda Enganosa ";" Resolvido";"Há 13 dias";18720;1
"2";"americanas - Loja Online";"Dificuldade cancelamento compra";" Resolvido";"Há 13 dias";18720;2
"3";"americanas - Loja Online";"Pedido com endereço errado";" Não resolvido";"Há 13 dias";18720;3
"4";"americanas - Loja Online";"ATRASO NA ENTREGA!!!";" Não resolvido";"Há 13 dias";18720;4
"5";"americanas - Loja Online";"dificuldade em entrar em contato com o SAC para denunciar anuncio falso no facebook";" Resolvido";"Há 13 dias";18720;5
"6";"americanas - Loja Online";"Dificuldade para atendimento";" Resolvido";"Há 13 dias";18720;6
"7";"americanas - Loja Online";"autenticação de identidade";" Resolvido";"Há 13 dias";18720;7
"8";"americanas - Loja Online";"Nota fiscal ";" Resolvido";"Há 14 dias";20160;8
"9";"americanas - Loja Online";"Status aguardando estoque no meu pedido";" Não resolvido";"Há 14 dias";20160;9
"10";"americanas - Loja Online";"[editado_RA] DO PIX NO SITE DA  LOJA AMERICANAS";" Não resolvido";"Há 14 dias";20160;10
"11";"americanas - Loja Online";"Cancelou o pedido sem motivos";" Não resolvido";"Há 13 dias";18720;11
"12";"americanas - Loja Online";"Comprei o 15 aparelhos me enviaram só 11 ";" Resolvido";"Há 13 dias";18720;12
"13";"americanas - Loja Online";"Propaganda enganosa";" Não resolvido";"Há 13 dias";18720;13
"14";"americanas - Loja Online";"[editado_RA] Instagram";" Não resolvido";"Há 13 dias";18720;14
"15";"americanas - Loja Online";"Propaganda enganosa";" Resolvido";"Há 13 dias";18720;15
"16";"americanas - Loja Online";"Meu pedido atrasou mais de dois meses e disseram que ia me dar um reparo no valor R$100";" Resolvido";"Há 13 dias";18720;16
"17";"americanas - Loja Online";"PEDIDO NO SITE COM PAGAMENTO POR PIX";" Resolvido";"Há 13 dias";18720;17
"18";"americanas - Loja Online";"Substituição de e-mail cadastrado";" Resolvido";"Há 13 dias";18720;18
"19";"americanas - Loja Online";"Acompanhar compra";" Resolvido";"Há 13 dias";18720;19
"20";"americanas - Loja Online";"Troca";" Resolvido";"Há 13 dias";18720;20
"21";"americanas - Loja Online";"Imprevisto com a entrega";" Resolvido";"Há 12 dias";17280;21
"22";"americanas - Loja Online";"Compra de Refrigerador Brastemp no dia 04/09, com entrega até o dia 15/09, e no dia 27/09 recebi um email da Americanas que o Produto foi entrega as 09:38";" Resolvido";"Há 12 dias";17280;22
"23";"americanas - Loja Online";"Pedido atrasado";" Resolvido";"Há 12 dias";17280;23
"24";"americanas - Loja Online";"COMPRA NAO REALIZADA , VALOR DESCONTADO.";" Não resolvido";"Há 13 dias";18720;24
"25";"americanas - Loja Online";"Produto não entregue";" Resolvido";"Há 13 dias";18720;25
"26";"americanas - Loja Online";"Data Entrega [editado_RA], Atendente desliga telefone na cara do consumidor";" Resolvido";"Há 13 dias";18720;26
"27";"americanas - Loja Online";"Atraso na entrega com data prevista ";" Resolvido";"Há 13 dias";18720;27
"28";"americanas - Loja Online";"Compra";" Resolvido";"Há 13 dias";18720;28
"29";"americanas - Loja Online";"Cancelamento de compra indevida";" Resolvido";"Há 13 dias";18720;29
"30";"americanas - Loja Online";"Prazo de entrega não cumprido";" Resolvido";"Há 13 dias";18720;30
"31";"americanas - Loja Online";"Email incorreto";" Resolvido";"Há 12 dias";17280;31
"32";"americanas - Loja Online";"Pedido veio errado e nao devolvem o reenbolso";" Não resolvido";"Há 12 dias";17280;32
"33";"americanas - Loja Online";"Nota fiscal";" Resolvido";"Há 12 dias";17280;33
"34";"americanas - Loja Online";"Não consigo acessar o site";" Resolvido";"Há 12 dias";17280;34
"35";"americanas - Loja Online";"Americanas não se responsabiliza";" Resolvido";"Há 12 dias";17280;35
"36";"americanas - Loja Online";"Data de entrega do momento da compra não cumprida ";" Resolvido";"Há 12 dias";17280;36
"37";"americanas - Loja Online";"Hoje efetuei uma compra pelo site da Americanas, paguei pelo pix e não recebi confirmação do pedido. Não habilitou finalizar a compra após o pagamento e não gerou histórico de pedidos no site. ";" Resolvido";"Há 12 dias";17280;37
"38";"americanas - Loja Online";"Devolução de produto em atraso";" Resolvido";"Há 12 dias";17280;38
"39";"americanas - Loja Online";"PROPAGANDA ENGANOSA DO Smartphone Motorola Moto G60 128GB 4G Wi-Fi Tela 6.8 Dual Chip 4GB RAM Câmera Tripla + Selfie 32MP - Preto";" Não resolvido";"Há 12 dias";17280;39
"40";"americanas - Loja Online";"Demora no Reembolso";" Resolvido";"Há 12 dias";17280;40
"41";"americanas - Loja Online";"Muita demora na entrega e péssimo rastreio";" Resolvido";"Há 12 dias";17280;41
"42";"americanas - Loja Online";"Entrega atrasada 2 dias";" Resolvido";"Há 12 dias";17280;42
"43";"americanas - Loja Online";"[editado_RA] ";" Resolvido";"Há 12 dias";17280;43
"44";"americanas - Loja Online";"Alterar e-mail de cadastro";" Resolvido";"Há 12 dias";17280;44
"45";"americanas - Loja Online";"Compra cancelada ";" Resolvido";"Há 12 dias";17280;45
"46";"americanas - Loja Online";"Atraso na Entrega novamente";" Resolvido";"Há 12 dias";17280;46
"47";"americanas - Loja Online";"Preciso fazer uma devolução, mas quando tento pelo site dá erro";" Resolvido";"Há 12 dias";17280;47
"48";"americanas - Loja Online";"O ESTORNO NÃO FOI FEITO";" Resolvido";"Há 12 dias";17280;48
"49";"americanas - Loja Online";"Entrega Atrasada";" Resolvido";"Há 12 dias";17280;49
"50";"americanas - Loja Online";"NOTA FISCAL";" Resolvido";"Há 12 dias";17280;50
"51";"americanas - Loja Online";"Comprei mas até agora não entregaram. ";" Resolvido";"Há 10 dias";14400;51
"52";"americanas - Loja Online";"Maquina comprada e a nota fiscal não foi emitida e entregue ou enviada e-mail..";" Resolvido";"Há 10 dias";14400;52
"53";"americanas - Loja Online";"Sem retorno do suporte para alteração de e-mail";" Resolvido";"Há 10 dias";14400;53
"54";"americanas - Loja Online";"Pedido atrasado ";" Resolvido";"Há 10 dias";14400;54
"55";"americanas - Loja Online";"CANCELAMENTO DA CONTA DA AMERICANAS ONLINE NÃO ATENDIDO";" Resolvido";"Há 11 dias";15840;55
"56";"americanas - Loja Online";"Falta de informação e respeito ";" Resolvido";"Há 11 dias";15840;56
"57";"americanas - Loja Online";"Pedido não entregue no prazo ";" Resolvido";"Há 11 dias";15840;57
"58";"americanas - Loja Online";"Atrasados na entrega";" Resolvido";"Há 11 dias";15840;58
"59";"americanas - Loja Online";"Devolução ";" Resolvido";"Há 11 dias";15840;59
"60";"americanas - Loja Online";"Não entregaram minha geladeira ";" Resolvido";"Há 12 dias";17280;60
"61";"americanas - Loja Online";"PEDIDO ENTREGUE, SÓ QUE NÃO!";" Resolvido";"Há 9 dias";12960;61
"62";"americanas - Loja Online";"Comprei uma geladeira e não foi entregue";" Resolvido";"Há 9 dias";12960;62
"63";"americanas - Loja Online";"Propaganda enganosa";" Resolvido";"Há 9 dias";12960;63
"64";"americanas - Loja Online";"Propaganda enganosa!";" Resolvido";"Há 9 dias";12960;64
"65";"americanas - Loja Online";"Atendimento - Troca de senha";" Resolvido";"Há 9 dias";12960;65
"66";"americanas - Loja Online";"Não entregaram no prazo";" Resolvido";"Há 9 dias";12960;66
"67";"americanas - Loja Online";"Pedido cancelado para empresa 2 vezes seguida sem explicação com algum sentido.";" Não resolvido";"Há 9 dias";12960;67
"68";"americanas - Loja Online";"Não para de enviar propaganda no e-mail";" Resolvido";"Há 9 dias";12960;68
"69";"americanas - Loja Online";"Não recebi minha geladeira ";" Resolvido";"Há 9 dias";12960;69
"70";"americanas - Loja Online";"SITE FALSO vendasameriicanas.com";" Não resolvido";"Há 10 dias";14400;70
"71";"americanas - Loja Online";"Entrega atrasada";" Resolvido";"Há 9 dias";12960;71
"72";"americanas - Loja Online";"DESCASO COM ITEM DE PRIMEIRA NECESSIDADE";" Resolvido";"Há 9 dias";12960;72
"73";"americanas - Loja Online";"Entrega não realizada";" Resolvido";"Há 9 dias";12960;73
"74";"americanas - Loja Online";"Problema de finalizar a compra";" Não resolvido";"Há 9 dias";12960;74
"75";"americanas - Loja Online";"Americanas Empresas";" Resolvido";"Há 9 dias";12960;75
"76";"americanas - Loja Online";"PEDIDO NÃO APARECE NO MEU LOGIN DA AMERICANAS";" Resolvido";"Há 9 dias";12960;76
"77";"americanas - Loja Online";"Atraso na entrega e impossibilidade de cancelamento ";" Resolvido";"Há 9 dias";12960;77
"78";"americanas - Loja Online";"Produto Não Chegou";" Resolvido";"Há 9 dias";12960;78
"79";"americanas - Loja Online";"Paguei boleto e não recebi o produto";" Não resolvido";"Há 9 dias";12960;79
"80";"americanas - Loja Online";"EXCLUSÃO CONTA";" Resolvido";"Há 9 dias";12960;80
"81";"americanas - Loja Online";"Demora na entrega do produto ";" Resolvido";"Há 8 dias";11520;81
"82";"americanas - Loja Online";"Atraso na entrega ";" Não resolvido";"Há 8 dias";11520;82
"83";"americanas - Loja Online";"Compra promoção vão aprovar ou cancelar mas uma compra ?";" Resolvido";"Há 9 dias";12960;83
"84";"americanas - Loja Online";"Atraso em entrega de mercadoria ";" Resolvido";"Há 9 dias";12960;84
"85";"americanas - Loja Online";"não consigo ter acesso a nota fiscal do meu produto ";" Resolvido";"Há 9 dias";12960;85
"86";"americanas - Loja Online";"Atendimento precário";" Resolvido";"Há 9 dias";12960;86
"87";"americanas - Loja Online";"Atraso na Entrega";" Resolvido";"Há 9 dias";12960;87
"88";"americanas - Loja Online";"PRODUTO CONSTA ENTREGUE MAS NÃO FOI ENTREGUE";" Resolvido";"Há 9 dias";12960;88
"89";"americanas - Loja Online";"Análise de Pagamento demorado.";" Resolvido";"Há 9 dias";12960;89
"90";"americanas - Loja Online";"Atraso na entrega";" Resolvido";"Há 9 dias";12960;90
"91";"Magazine Luiza - Loja Online";"Produto perigoso ";" Resolvido";"Há 15 dias";21600;91
"92";"Magazine Luiza - Loja Online";"devolução do Produto";" Não resolvido";"Há 15 dias";21600;92
"93";"Magazine Luiza - Loja Online";"Link falso";" Resolvido";"Há 15 dias";21600;93
"94";"Magazine Luiza - Loja Online";"Não recebi o e-mail com as orientações de Envio para Troca";" Resolvido";"Há 15 dias";21600;94
"95";"Magazine Luiza - Loja Online";"Sanduicheira não tem na loja e não devolvem o pix";" Resolvido";"Há 15 dias";21600;95
"96";"Magazine Luiza - Loja Online";"Propaganda enganosa ";" Resolvido";"Há 15 dias";21600;96
"97";"Magazine Luiza - Loja Online";"Descaso ";" Resolvido";"Há 15 dias";21600;97
"98";"Magazine Luiza - Loja Online";"Empresa alega falta de produto no estoque pra vendê-lo mais caro";" Resolvido";"Há 15 dias";21600;98
"99";"Magazine Luiza - Loja Online";"Cancelamento de pedido";" Resolvido";"Há 15 dias";21600;99
"100";"Magazine Luiza - Loja Online";"Magazine Luiza não resolve problema ";" Resolvido";"Há 15 dias";21600;100
"101";"Magazine Luiza - Loja Online";"Atraso no click retire ";" Resolvido";"Há 14 dias";20160;101
"102";"Magazine Luiza - Loja Online";"Um motorista está a caminho de seu endereço, mas até agora não chegou! ";" Resolvido";"Há 14 dias";20160;102
"103";"Magazine Luiza - Loja Online";"Cancelamento da compra ";" Não resolvido";"Há 14 dias";20160;103
"104";"Magazine Luiza - Loja Online";"Cancelamento ";" Resolvido";"Há 14 dias";20160;104
"105";"Magazine Luiza - Loja Online";"REEMBOLSO DEMORADO / SISTEMA DE CADASTRO HORRÍVEL";" Resolvido";"Há 15 dias";21600;105
"106";"Magazine Luiza - Loja Online";"Entregaram minha encomenda para uma pessoa que não sou eu";" Resolvido";"Há 15 dias";21600;106
"107";"Magazine Luiza - Loja Online";"Produto Veio quebrado";" Resolvido";"Há 15 dias";21600;107
"108";"Magazine Luiza - Loja Online";"Total descaso para devolução do recurso pago via Pix de compra CANCELADA.";" Resolvido";"Há 15 dias";21600;108
"109";"Magazine Luiza - Loja Online";"Magalu abandona consumidor.";" Não resolvido";"Há 15 dias";21600;109
"110";"Magazine Luiza - Loja Online";"No site dizia frete grátis mas o frete foi cobrado ";" Não resolvido";"Há 15 dias";21600;110
"111";"Magazine Luiza - Loja Online";"Não recebi o produto ";" Resolvido";"Há 14 dias";20160;111
"112";"Magazine Luiza - Loja Online";"Péssima empresa ";" Resolvido";"Há 14 dias";20160;112
"113";"Magazine Luiza - Loja Online";"O E-MAIL CADASTRADO NO APP ESTÁ INCORRETO E NÃO CONSIGO ALTERAR";" Resolvido";"Há 14 dias";20160;113
"114";"Magazine Luiza - Loja Online";"Estorno não creditado ";" Resolvido";"Há 14 dias";20160;114
"115";"Magazine Luiza - Loja Online";"ENTREGA ATRASADA";" Resolvido";"Há 14 dias";20160;115
"116";"Magazine Luiza - Loja Online";"Atrasa todas as entregas";" Resolvido";"Há 14 dias";20160;116
"117";"Magazine Luiza - Loja Online";"RECEBI EMAIL DIZENDO QUE O PRODUTO FOI ENTREGUE E NÃO CHEGOU";" Resolvido";"Há 14 dias";20160;117
"118";"Magazine Luiza - Loja Online";"Entrega atrasada";" Resolvido";"Há 14 dias";20160;118
"119";"Magazine Luiza - Loja Online";"Preparando o pedido por 5 dias.";" Resolvido";"Há 14 dias";20160;119
"120";"Magazine Luiza - Loja Online";"ESTORNO NÃO REALIZADO";" Resolvido";"Há 14 dias";20160;120
"121";"Magazine Luiza - Loja Online";"Produto vendido sem ter estoque";" Resolvido";"Há 14 dias";20160;121
"122";"Magazine Luiza - Loja Online";"Falta reembolso";" Resolvido";"Há 14 dias";20160;122
"123";"Magazine Luiza - Loja Online";"Produto entregue errado ";" Resolvido";"Há 14 dias";20160;123
"124";"Magazine Luiza - Loja Online";"A MAGALU NÃO ME RESPONDE";" Resolvido";"Há 14 dias";20160;124
"125";"Magazine Luiza - Loja Online";"Entrega atrasadíssima";" Resolvido";"Há 14 dias";20160;125
"126";"Magazine Luiza - Loja Online";"Atraso na entrega e nao me responderam";" Resolvido";"Há 14 dias";20160;126
"127";"Magazine Luiza - Loja Online";"Comprei uma cafeteira abrir e estava quebrada ";" Resolvido";"Há 14 dias";20160;127
"128";"Magazine Luiza - Loja Online";"comprei um celular, veio com defeito, devolvi e até agora nada!!! ";" Resolvido";"Há 14 dias";20160;128
"129";"Magazine Luiza - Loja Online";"Entrega por duas vezes atrasada e nada";" Resolvido";"Há 14 dias";20160;129
"130";"Magazine Luiza - Loja Online";"Valor da devolução diferente do valor da compra";" Resolvido";"Há 14 dias";20160;130
"131";"Magazine Luiza - Loja Online";"Reembolso ";" Resolvido";"Há 14 dias";20160;131
"132";"Magazine Luiza - Loja Online";"Atraso entrega";" Resolvido";"Há 14 dias";20160;132
"133";"Magazine Luiza - Loja Online";"Consta como entregue mas não recebi";" Resolvido";"Há 14 dias";20160;133
"134";"Magazine Luiza - Loja Online";"Propaganda enganosa";" Resolvido";"Há 14 dias";20160;134
"135";"Magazine Luiza - Loja Online";"Comprei pelo aplicativo da Magalu, da empresa GI Decor";" Resolvido";"Há 14 dias";20160;135
"136";"Magazine Luiza - Loja Online";"Produto avariado / 0800 não funcionam ";" Resolvido";"Há 14 dias";20160;136
"137";"Magazine Luiza - Loja Online";"Venda errada";" Resolvido";"Há 14 dias";20160;137
"138";"Magazine Luiza - Loja Online";"Não ressarcem o valor de produto com defeito já devolvido";" Resolvido";"Há 14 dias";20160;138
"139";"Magazine Luiza - Loja Online";"Estorno ";" Resolvido";"Há 14 dias";20160;139
"140";"Magazine Luiza - Loja Online";"Cancelei o Pedido por demora na Entrega.";" Resolvido";"Há 14 dias";20160;140
"142";"Magazine Luiza - Loja Online";"Já teve 3 mudança de entrega ";" Resolvido";"Há 14 dias";20160;141
"144";"Magazine Luiza - Loja Online";"Vale compras, demora no estorno";" Resolvido";"Há 14 dias";20160;142
"145";"Magazine Luiza - Loja Online";"entrega ";" Não resolvido";"Há 14 dias";20160;143
"146";"Magazine Luiza - Loja Online";"Cupom de desconto não funcionando";" Resolvido";"Há 14 dias";20160;144
"147";"Magazine Luiza - Loja Online";"Solicitação de cancelamento com 30 dias";" Resolvido";"Há 14 dias";20160;145
"148";"Magazine Luiza - Loja Online";"CANCELAMENTO DE PEDIDO FEITO E DEVOLUÇÃO DO VALOR NÃO FEITA ";" Resolvido";"Há 14 dias";20160;146
"149";"Magazine Luiza - Loja Online";"Entrega atrasada. ";" Resolvido";"Há 14 dias";20160;147
"150";"Magazine Luiza - Loja Online";"comprei não foi entregue";" Resolvido";"Há 14 dias";20160;148
"151";"Magazine Luiza - Loja Online";"Pedido PARADO sendo preparado para envio a mais de 10 dias";" Resolvido";"Há 14 dias";20160;149
"152";"Magazine Luiza - Loja Online";"A empresa cancelou a compra, mas não devolveu o dinheiro ";" Resolvido";"Há 14 dias";20160;150
"153";"Magazine Luiza - Loja Online";"Não recebi minha compra.";" Não resolvido";"Há 14 dias";20160;151
"154";"Magazine Luiza - Loja Online";"Falta de informação e atualização da transportadora";" Resolvido";"Há 14 dias";20160;152
"155";"Magazine Luiza - Loja Online";"Não consigo ter acesso ao meu cadastro, preciso de ajuda ";" Resolvido";"Há 14 dias";20160;153
"156";"Magazine Luiza - Loja Online";"Quase 1 mês de atraso para entregar uma TV..";" Resolvido";"Há 14 dias";20160;154
"158";"Magazine Luiza - Loja Online";"Não entregaram no prazo";" Resolvido";"Há 14 dias";20160;155
"159";"Magazine Luiza - Loja Online";"Estao achando com cara de nobo";" Resolvido";"Há 14 dias";20160;156
"160";"Magazine Luiza - Loja Online";"Entrega com atraso";" Resolvido";"Há 14 dias";20160;157
"161";"Magazine Luiza - Loja Online";"O VENDEDOR PARCEIRO DA MAGALU CANCELOU MEU PEDIDO MAS NÃO ESTORNARAM O VALOR";" Resolvido";"Há 14 dias";20160;158
"162";"Magazine Luiza - Loja Online";"Produto não entregue";" Resolvido";"Há 14 dias";20160;159
"164";"Magazine Luiza - Loja Online";"Produto adulterado ";" Não resolvido";"Há 14 dias";20160;160
"165";"Magazine Luiza - Loja Online";"Pix magalu";" Não resolvido";"Há 14 dias";20160;161
"166";"Magazine Luiza - Loja Online";"Troca do liquidificador que veio com defeito por outro ";" Resolvido";"Há 14 dias";20160;162
"167";"Magazine Luiza - Loja Online";"Descaso ! ";" Resolvido";"Há 14 dias";20160;163
"168";"Magazine Luiza - Loja Online";"Pedido atrasado ";" Resolvido";"Há 14 dias";20160;164
"169";"Magazine Luiza - Loja Online";"Reembolso negado";" Resolvido";"Há 14 dias";20160;165
"170";"Magazine Luiza - Loja Online";"ENTREGA ATRASADA. ";" Resolvido";"Há 14 dias";20160;166
"171";"Magazine Luiza - Loja Online";"Tentei cancelar o pedido antes de ser enviado porém não cancelou e recebi o pedido, quero devolver";" Resolvido";"Há 14 dias";20160;167
"172";"Magazine Luiza - Loja Online";"Omissão de informação para retirada na loja ";" Resolvido";"Há 14 dias";20160;168
"173";"Magazine Luiza - Loja Online";"Tiraram meu cupom";" Resolvido";"Há 14 dias";20160;169
"174";"Magazine Luiza - Loja Online";"Comprei jogo de panelas tramontina turim em oferta. Paguei com pic. Não recebi confirmação do pedido as tenho comprovante de pagamento. Estranhei não ter recebido a confirmação  e entrei em contato";" Não resolvido";"Há 14 dias";20160;170
"175";"Magazine Luiza - Loja Online";"DIFICULDADES DE CANCELAMENTO E REEMBOUSO ";" Resolvido";"Há 14 dias";20160;171
"176";"Magazine Luiza - Loja Online";"Loja parceira não entrega - Yaí";" Resolvido";"Há 14 dias";20160;172
"177";"Magazine Luiza - Loja Online";"Colchão Solteiro Molas Ensacadas (24x88x188) ";" Resolvido";"Há 14 dias";20160;173
"178";"Magazine Luiza - Loja Online";"Figurinhas da copa";" Resolvido";"Há 14 dias";20160;174
"179";"Magazine Luiza - Loja Online";"Entrega Atrasada/cancelada";" Resolvido";"Há 14 dias";20160;175
"180";"Magazine Luiza - Loja Online";"Comprei um copo de liquidificador com vcs. Segundo a propaganda o copo era original. é péssimo. Trincou todo o acrílico na base do copo, em poucos uso. A peça preta de encaixe do copo na base, dibrulhou todo. Uma vergonha. loja como essa vender produto fa";" Resolvido";"Há 14 dias";20160;176
"181";"Magazine Luiza - Loja Online";"Venda de produto suspenso pela ANVISA";" Resolvido";"Há 13 dias";18720;177
"182";"Magazine Luiza - Loja Online";"Cancelamento ";" Resolvido";"Há 13 dias";18720;178
"183";"Magazine Luiza - Loja Online";"A MAGALU anuncia, não entrega e cancela o pedido pago pelo cliente.";" Não resolvido";"Há 13 dias";18720;179
"184";"Magazine Luiza - Loja Online";"Entrega sem rastreio e muito demorada";" Resolvido";"Há 13 dias";18720;180
"185";"Magazine Luiza - Loja Online";"Entrega não realizada";" Resolvido";"Há 13 dias";18720;181
"186";"Magazine Luiza - Loja Online";"Entrega atrasada";" Resolvido";"Há 13 dias";18720;182
"187";"Magazine Luiza - Loja Online";"Fiz um pedido e até hoje não foi enviado";" Resolvido";"Há 13 dias";18720;183
"188";"Magazine Luiza - Loja Online";"Estorno não creditado";" Resolvido";"Há 13 dias";18720;184
"189";"Magazine Luiza - Loja Online";"Guarda roupa ";" Resolvido";"Há 14 dias";20160;185
"190";"Magazine Luiza - Loja Online";"Pedido entregue incompleto";" Resolvido";"Há 14 dias";20160;186
"191";"Magazine Luiza - Loja Online";"Promoção Enganosa- Pontos Azuis não creditados";" Resolvido";"Há 6 dias";8640;187
"192";"Magazine Luiza - Loja Online";"Vencimento do Produto muito Curto";" Resolvido";"Há 6 dias";8640;188
"193";"Magazine Luiza - Loja Online";"Comprei um HEADPHONE e ele veio quebrado!";" Resolvido";"Há 6 dias";8640;189
"194";"Magazine Luiza - Loja Online";"Solicitação de troca sem retorno financeiro";" Resolvido";"Há 6 dias";8640;190
"195";"Magazine Luiza - Loja Online";"Comprovante de cancelamento não enviado";" Resolvido";"Há 6 dias";8640;191
"196";"Magazine Luiza - Loja Online";"Pedido ou mercadoria [editado_RA]";" Resolvido";"Há 6 dias";8640;192
"197";"Magazine Luiza - Loja Online";"Paguei pelo MagaluPay e recebi o estono em vale compra";" Resolvido";"Há 6 dias";8640;193
"198";"Magazine Luiza - Loja Online";"Air freyer Nell (marca da Magalu)";" Resolvido";"Há 6 dias";8640;194
"199";"Magazine Luiza - Loja Online";"Datas de entrega falhas";" Resolvido";"Há 6 dias";8640;195
"200";"Magazine Luiza - Loja Online";"Compra cancelada!";" Resolvido";"Há 6 dias";8640;196
"201";"Magazine Luiza - Loja Online";"site FALSO idêntico ao da Magazine Luiza";" Resolvido";"Há 13 dias";18720;197
"202";"Magazine Luiza - Loja Online";"CANCELAMENTO PELA EMPRESA";" Resolvido";"Há 13 dias";18720;198
"203";"Magazine Luiza - Loja Online";"Smartphone chegou com defeito";" Resolvido";"Há 13 dias";18720;199
"204";"Magazine Luiza - Loja Online";"Avaria";" Resolvido";"Há 13 dias";18720;200
"205";"Magazine Luiza - Loja Online";"Não recebi o estorno após os 3 úteis ";" Resolvido";"Há 13 dias";18720;201
"206";"Magazine Luiza - Loja Online";"Transportadora MAFD, em rota de entrega e não realiza a entrega";" Resolvido";"Há 13 dias";18720;202
"207";"Magazine Luiza - Loja Online";"Demora de entrega ";" Resolvido";"Há 13 dias";18720;203
"208";"Magazine Luiza - Loja Online";"VALE COMPRAS";" Resolvido";"Há 13 dias";18720;204
"209";"Magazine Luiza - Loja Online";"Entrega muito Atrasada!";" Resolvido";"Há 13 dias";18720;205
"210";"Magazine Luiza - Loja Online";"CANCELAMENTO NAO SOLICITADO";" Resolvido";"Há 13 dias";18720;206
"211";"Magazine Luiza - Loja Online";"Pedido deveria ser entregue dia 22/09 e não sabem informar o que houve";" Resolvido";"Há 13 dias";18720;207
"212";"Magazine Luiza - Loja Online";"Não devolvem o meu dinheiro!!";" Resolvido";"Há 13 dias";18720;208
"213";"Magazine Luiza - Loja Online";"Minha loja está desativada";" Resolvido";"Há 13 dias";18720;209
"214";"Magazine Luiza - Loja Online";"Não consigo acessar minha conta";" Resolvido";"Há 13 dias";18720;210
"215";"Magazine Luiza - Loja Online";"Não fazem meu reembolso ";" Resolvido";"Há 13 dias";18720;211
"216";"Magazine Luiza - Loja Online";"Atraso na entrega";" Resolvido";"Há 13 dias";18720;212
"217";"Magazine Luiza - Loja Online";"No site a entrega aparece feita, mas não chegou";" Resolvido";"Há 13 dias";18720;213
"218";"Magazine Luiza - Loja Online";"Pedido não muda status de entrega ";" Resolvido";"Há 13 dias";18720;214
"219";"Magazine Luiza - Loja Online";"Atraso na entrega e falta de esclarecimento ";" Resolvido";"Há 13 dias";18720;215
"220";"Magazine Luiza - Loja Online";"Eles nos fazem de trouxa ";" Resolvido";"Há 13 dias";18720;216
"221";"Magazine Luiza - Loja Online";"CANCELAMENTO/ ESTORNO ";" Resolvido";"Há 13 dias";18720;217
"222";"Magazine Luiza - Loja Online";"SITE MAGALÚ NÃO DÁ SEGURANÇA DE COMPRA";" Resolvido";"Há 13 dias";18720;218
"223";"Magazine Luiza - Loja Online";"Prazo de entrega não cumprido ";" Resolvido";"Há 13 dias";18720;219
"224";"Magazine Luiza - Loja Online";"entrega com atraso excessivo";" Resolvido";"Há 13 dias";18720;220
"225";"Magazine Luiza - Loja Online";"Tento alterar o email de cadastro e nunca consigo ";" Resolvido";"Há 13 dias";18720;221
"226";"Magazine Luiza - Loja Online";"Comprar não confiável ";" Não resolvido";"Há 13 dias";18720;222
"227";"Magazine Luiza - Loja Online";"Comprebel e Magazine Luiza - comprei uma geladeira que nunca foi entregue";" Resolvido";"Há 13 dias";18720;223
"228";"Magazine Luiza - Loja Online";"Comprei um produto e veio danificado ";" Resolvido";"Há 13 dias";18720;224
"229";"Magazine Luiza - Loja Online";"Reembolso da entrega cancelada não cumprido";" Resolvido";"Há 13 dias";18720;225
"230";"Magazine Luiza - Loja Online";"Comprei uma escada, não chegou, foi dado como entregue e nada..";" Resolvido";"Há 13 dias";18720;226
"231";"Magazine Luiza - Loja Online";"Loja negligente ";" Resolvido";"Há 13 dias";18720;227
"232";"Magazine Luiza - Loja Online";"TROCA DE ENDERECO";" Não resolvido";"Há 13 dias";18720;228
"233";"Magazine Luiza - Loja Online";"Entrega de produto incorreto";" Resolvido";"Há 13 dias";18720;229
"234";"Magazine Luiza - Loja Online";"Descaso com consumidor ";" Resolvido";"Há 13 dias";18720;230
"235";"Magazine Luiza - Loja Online";"Loja parceira Magazine Luiza no nome de Bambinelli";" Resolvido";"Há 13 dias";18720;231
"236";"Magazine Luiza - Loja Online";"Entrega atrasada e demora para realizar o cancelamento";" Resolvido";"Há 13 dias";18720;232
"237";"Magazine Luiza - Loja Online";"Estorno ";" Resolvido";"Há 13 dias";18720;233
"238";"Magazine Luiza - Loja Online";"Meu app não quer entrar mais.";" Resolvido";"Há 13 dias";18720;234
"239";"Magazine Luiza - Loja Online";"Atraso na entrega ";" Resolvido";"Há 13 dias";18720;235
"240";"Magazine Luiza - Loja Online";"Toalhas ruins";" Resolvido";"Há 13 dias";18720;236
"241";"Magazine Luiza - Loja Online";"Escova giratória com cabelo ";" Não resolvido";"Há 13 dias";18720;237
"242";"Magazine Luiza - Loja Online";"Troca  smartphone ";" Resolvido";"Há 13 dias";18720;238
"243";"Magazine Luiza - Loja Online";"Produto veio danificado e não consigo solicitar a troca pelo App";" Resolvido";"Há 13 dias";18720;239
"244";"Magazine Luiza - Loja Online";"Produto não funciona";" Resolvido";"Há 13 dias";18720;240
"245";"Magazine Luiza - Loja Online";"Prazo de Entrega [editado_RA] Somente visando conquistar Venda";" Resolvido";"Há 13 dias";18720;241
"246";"Magazine Luiza - Loja Online";"2 via de NF";" Resolvido";"Há 13 dias";18720;242
"247";"Magazine Luiza - Loja Online";"Produto quebrado";" Resolvido";"Há 13 dias";18720;243
